provincia;municipio;agregado;zona;poligono;parcela;recinto;dn_surface;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
35;22;0;0;1;4;1;4115,385988;61,80824852;75,62950134;92,46915817;107,3706436;129,3434448;129,8291931;155,7314987;152,8976974;109,7642365;92,94931793;64,87935638;49,68362236
35;22;0;0;1;13;1;2060,788804;61,54659081;75,43913651;92,15818787;107,0842323;129,0438309;129,5082474;155,483078;152,6569214;109,4335976;92,70724869;64,58945847;49,4665699
35;22;0;0;1;21;2;996,8604599;61,32363655;75,26981136;91,88610095;106,8273987;128,8233296;129,2560789;155,3920133;152,5203932;109,216151;92,51075792;64,37576052;49,30082845
35;22;0;0;1;22;1;381,8041105;61,41613509;75,34031779;91,99936442;106,9345496;128,9138103;129,3600682;155,4261162;152,575144;109,3042803;92,59197412;64,46334863;49,36895235
35;22;0;0;1;25;2;445,4369014;61,20880703;75,18218628;91,74419989;106,6934494;128,7068888;129,1236466;155,3389585;152,44367;109,1013145;92,40821126;64,2646188;49,21521304
35;22;0;0;1;39;1;11130,92889;61,21680387;75,18901825;91,75200907;106,7027461;128,6988576;129,1201706;155,2964274;152,4158503;109,0844943;92,40887578;64,26087443;49,21551387
35;22;0;0;1;42;1;582,0027002;61,06343264;75,07160312;91,55939359;106,5217127;128,5334748;128,9347778;155,2004926;152,2927026;108,9178044;92,26748973;64,10674653;49,09876274
35;22;0;0;1;45;1;524,9452005;61,21721833;75,18981615;91,75094481;106,7031391;128,6876241;129,1113775;155,2634352;152,3922233;109,0670014;92,40450641;64,25302415;49,21177207
35;22;0;0;1;69;1;779,4870295;60,52292676;74,65149814;90,8513303;105,8584384;127,8888802;128,2257282;154,7211566;151,7269625;108,2581877;91,74038276;63,5347892;48,67745801
35;22;0;0;1;71;1;650,3437065;60,48680193;74,62300152;90,80223638;105,8125324;127,8423349;128,1751379;154,681469;151,6817908;108,2101746;91,70351078;63,49504379;48,64881826
35;22;0;0;1;87;1;341,0752608;59,87700238;74,13333248;89,94022339;105,0051573;127,0058523;127,274147;153,9094578;150,8090586;107,3516927;91,05733224;62,80689636;48,16204745
35;22;0;0;1;95;1;880,1862612;59,68436619;73,97471504;89,65174024;104,7348379;126,7133262;126,9636306;153,6053264;150,4728582;107,0510002;90,84022856;62,57834582;48,00521563
35;22;0;0;1;101;1;1226,062187;59,4821634;73,80324632;89,32800091;104,4324699;126,3637422;126,5979449;153,1923594;150,0314872;106,6862258;90,59252929;62,31946092;47,83427037
35;22;0;0;1;102;1;3132,235077;59,54711533;73,85904312;89,43494415;104,5322685;126,4818459;126,720871;153,3376389;150,1853333;106,8099976;90,67479706;62,40514374;47,88999557
35;22;0;0;1;104;5;5951,965226;59,92306328;74,17207527;90,01362801;105,0725861;127,0905075;127,3623276;154,018055;150,9188194;107,4443951;91,11632347;62,87003326;48,20318794
35;22;0;0;1;104;4;4706,942281;59,99687576;74,2354393;90,13731384;105,1858406;127,2393951;127,5155029;154,2227097;151,1229401;107,6085777;91,21695709;62,9774704;48,27131462
35;22;0;0;1;104;2;876,1792373;59,65035121;73,955458;89,63896489;104,7182969;126,7516912;126,9940057;153,7568949;150,5979488;107,1107839;90,84487082;62,58237677;47,99408362
35;22;0;0;1;104;1;31782,0016;59,89205913;74,14966262;89,98139432;105,0405061;127,0780166;127,3447442;154,0491164;150,9358472;107,4397736;91,09778796;62,85064416;48,18454742
35;22;0;0;1;112;1;450,5029939;59,63780571;73,94534409;89,62101298;104,7014049;126,7344083;126,975515;153,7409238;150,5796468;107,093344;90,83159869;62,56830323;47,98415228
35;22;0;0;1;115;1;183,0465114;59,57466888;73,89498138;89,53292847;104,6182709;126,652565;126,887352;153,6721191;150,4980927;107,0119324;90,76728058;62,49995041;47,93507385
35;22;0;0;1;116;1;309,5924453;59,5703389;73,89108385;89,52498739;104,610982;126,6426672;126,8772574;153,6577129;150,4836514;107,0010856;90,76082012;62,49320589;47,93096366
35;22;0;0;1;118;1;1085,086528;59,56867473;73,88831861;89,51650056;104,6036468;126,6265771;126,8617706;153,6243807;150,4527355;106,9818068;90,75246027;62,48470692;47,92724285
35;22;0;0;1;128;2;1261,567548;59,6171808;73,923505;89,56896501;104,6549668;126,6542381;126,8962292;153,5971848;150,4430094;107,0005843;90,78508511;62,5200434;47,95861804
35;22;0;0;1;130;8;78,17165643;59,46314682;73,80071746;89,3546778;104,4522776;126,4578774;126,684372;153,437698;150,2502928;106,8071948;90,62978574;62,35545932;47,83990973
35;22;0;0;1;130;5;688,282678;59,51273421;73,83909225;89,41891149;104,5134946;126,5107758;126,7427248;153,4661319;150,291118;106,8569468;90,6748233;62,40361481;47,87641459
35;22;0;0;1;130;4;682,6890656;59,52065238;73,84507229;89,42852417;104,5227192;126,5177985;126,7507109;153,4674579;150,2946949;106,8631719;90,68134887;62,41063184;47,88200576
35;22;0;0;1;135;1;823,8283679;59,62935601;73,94101227;89,61965596;104,6988653;126,7475472;126,9864601;153,7865744;150,6184501;107,1123726;90,83452796;62,57089347;47,98189416
35;22;0;0;1;140;3;158,8481875;59,29833503;73,66683677;89,11380632;104,2257303;126,2209442;126,4330022;153,2050597;149,9880907;106,5673828;90,4510858;62,16628805;47,70813357
35;22;0;0;1;143;1;1507,612567;59,34071719;73,6991118;89,16694391;104,2764032;126,2632244;126,4798501;153,2237285;150,0171158;106,6067441;90,48811849;62,20635486;47,73904424
35;22;0;0;1;144;1;1115,87426;59,31231783;73,67464192;89,11967212;104,2323553;126,2103341;126,4250874;153,1570256;149,9469993;106,5511265;90,45159005;62,16825914;47,71445363
35;22;0;0;1;145;1;928,2484628;59,29673935;73,66077269;89,09190303;104,2065897;126,177492;126,3914225;153,1120019;149,9006259;106,5160967;90,42973471;62,14562124;47,70036985
35;22;0;0;1;146;1;1018,99932;59,28030147;73,64588986;89,06159559;104,1785036;126,1408265;126,3539895;153,0601152;149,8475222;106,4768143;90,40572303;62,12085132;47,68521994
35;22;0;0;1;148;1;2965,250054;59,2117939;73,58428574;88,93714905;104,0628624;125,9927254;126,2024689;152,8547668;149,6358643;106,3192329;90,30797958;62,02004623;47,62302017
35;22;0;0;1;149;1;3543,342993;59,1907018;73,57796987;88,95015971;104,0722885;126,0526886;126,2563731;153,022466;149,7883403;106,3948059;90,32803853;62,03650665;47,6199468
35;22;0;0;1;151;1;1091,707053;59,12780647;73,52123862;88,83494817;103,9654418;125,914211;126,1150478;152,8276891;149,5884494;106,2468926;90,23705328;61,94263637;47,56235237
35;22;0;0;1;152;9;18240,97039;59,16817919;73,55106481;88,88224411;104,0105184;125,9488106;126,1540667;152,8342921;149,604744;106,2783839;90,26970545;61,97864787;47,59119161
35;22;0;0;1;152;7;340,803308;59,27412464;73,64588813;89,07310842;104,1878556;126,1749197;126,3854552;153,1460172;149,9263439;106,5188087;90,4194952;62,13335133;47,68700252
35;22;0;0;1;152;4;327,7824618;59,22435376;73,60569468;89,00110884;104,120103;126,1047451;126,3110249;153,0783555;149,8497375;106,4480169;90,36623008;62,07679787;47,64740181
35;22;0;0;1;152;8;621,985251;59,23915816;73,61150794;88,99748904;104,1184054;126,073704;126,2837506;152,9845307;149,7654104;106,4077702;90,35735781;62,07011063;47,65117388
35;22;0;0;1;152;3;1744,183277;59,18791835;73,56890615;88,91848501;104,0442708;125,9919078;126,1980591;152,8942566;149,6667379;106,323995;90,29801941;62,00775274;47,60907618
35;22;0;0;1;152;6;868,0713812;59,27243846;73,64423411;89,06947656;104,1845214;126,1700615;126,3805717;153,1382733;149,9186306;106,5134748;90,41650858;62,13030912;47,68527648
35;22;0;0;1;153;7;66698,16671;59,29703588;73,64727955;89,0360693;104,1576853;126,0610544;126,2808132;152,8558372;149,6604134;106,3787046;90,37477837;62,09304132;47,68255291
35;22;0;0;1;153;6;8533,045505;59,34512138;73,69446182;89,13946533;104,2531242;126,1976929;126,4182491;153,0711327;149,876091;106,5273972;90,45871353;62,17836094;47,73110294
35;22;0;0;1;153;5;2758,130188;59,37505722;73,71603394;89,17172241;104,2844772;126,2154808;126,4399033;153,0571136;149,8719864;106,5403061;90,4791832;62,20083046;47,75079536
35;22;0;0;1;153;4;4807,254048;59,3778355;73,71978707;89,18198568;104,2935304;126,2332511;126,4573205;153,0917248;149,9045324;106,561224;90,48878555;62,21056033;47,75537528
35;22;0;0;1;153;3;6637,97867;59,22002888;73,58638382;88,9305439;104,057766;125,9662971;126,1785698;152,782814;149,5702324;106,2863102;90,29880142;62,01231289;47,62379169
35;22;0;0;1;153;2;3395,254544;59,43360138;73,77351125;89,29819489;104,4003067;126,3866145;126,6119334;153,331955;150,1440074;106,7294515;90,58400218;62,30810547;47,81154887
35;22;0;0;1;155;1;386,0265082;59,38823225;73,7214041;89,16868282;104,2839964;126,1835224;126,4111866;152,961835;149,7896824;106,4962578;90,4691235;62,19136841;47,75227966
35;22;0;0;1;156;1;454,6758204;59,3812027;73,71538544;89,1572113;104,2732315;126,1712036;126,3983459;152,9472504;149,7739105;106,4835815;90,46045685;62,18238831;47,74638367
35;22;0;0;1;163;1;174,6252532;59,29857254;73,64356232;89,01795959;104,1426773;126,0177917;126,2393799;152,7570953;149,5706177;106,3249054;90,35462189;62,07312393;47,67589951
35;22;0;0;1;164;1;562,1895578;59,29667265;73,64182435;89,01440039;104,1393741;126,013463;126,2349525;152,7509469;149,5643228;106,3202683;90,35180521;62,07022977;47,67413957
35;22;0;0;1;171;3;4096,28024;59,02852821;73,3922081;88,49526596;103,6542969;125,3848801;125,5956154;151,8521118;148,6343689;105,6578102;89,94790268;61,6596508;47,42752647
35;22;0;0;1;171;2;67,40743005;59,01721805;73,38103792;88,47082097;103,6315841;125,3531556;125,5636269;151,8029934;148,5845948;105,6237323;89,92838935;61,63999127;47,41632219
35;22;0;0;1;173;1;1696,286355;58,99314499;73,35616684;88,4142189;103,5782967;125,2795334;125,4904137;151,6861496;148,4646988;105,5467911;89,88456345;61,59666252;47,39251518
35;22;0;0;1;179;1;2264,949745;58,94875465;73,30874819;88,30362652;103,4744928;125,131121;125,3432242;151,4434574;148,2179689;105,3901046;89,79780642;61,51113665;47,34671279
35;22;0;0;1;180;2;1244,34313;58,94982343;73,31364707;88,32125017;103,4907437;125,1634247;125,3741354;151,5105104;148,2828709;105,4261594;89,8131814;61,52536303;47,35167236
35;22;0;0;1;193;10;1676,553264;58,90545059;73,26304043;88,19774939;103,3752857;124,9894128;125,2026687;151,2124214;147,9833407;105,2401815;89,71448269;61,42871941;47,30226458
35;22;0;0;1;193;8;2434,665909;58,90111178;73,26176442;88,20028243;103,377632;124,9997951;125,2119111;151,2412779;148,0104045;105,2522047;89,71735361;61,43059583;47,30090941
35;22;0;0;1;193;7;528,2651997;58,89349721;73,25938654;88,2041857;103,3812282;125,01702;125,2271942;151,289825;148,0558473;105,2722436;89,72194836;61,43349509;47,29841901
35;22;0;0;1;193;6;1279,355766;58,89284241;73,25875387;88,2028129;103,3799612;125,0152566;125,2254282;151,2870909;148,0530683;105,2703519;89,72084616;61,43238362;47,29778
35;22;0;0;1;193;4;4057,076446;58,85390282;73,24597549;88,2202034;103,3957634;125,0989761;125,2995529;151,5262451;148,2763596;105,3684845;89,74254608;61,44563484;47,28466225
35;22;0;0;1;193;2;2916,535436;58,88918422;73,26623323;88,2390441;103,4134362;125,0887483;125,2947077;151,4491681;148,2092315;105,3526082;89,75312983;61,46110639;47,30510712
35;22;0;0;1;193;1;1658,645257;58,88260787;73,25571805;88,20868567;103,38536;125,0396391;125,2471539;151,3549614;148,1166682;105,2986945;89,72760975;61,43681482;47,2946086
35;22;0;0;1;194;9;4176,604725;58,87619781;73,28438187;88,33411026;103,500473;125,2880478;125,4824219;151,8948898;148,6367264;105,5779839;89,83996964;61,53820992;47,32372475
35;22;0;0;1;194;2;8866,935114;58,85999044;73,28350449;88,35903295;103,5225932;125,358387;125,5471662;152,0714798;148,803098;105,6601791;89,86603546;61,55949338;47,32350477
35;22;0;0;1;194;3;120858,3004;58,9490626;73,36704915;88,53543472;103,6859318;125,5792324;125,770067;152,4015208;149,1394905;105,8967345;90,00659332;61,70270596;47,40805779
35;22;0;0;1;194;8;1587,616773;58,96959858;73,36243585;88,48084887;103,6376806;125,4433255;125,6433569;152,0758775;148,8321622;105,737813;89,95124205;61,65483661;47,40132671
35;22;0;0;1;194;4;779,1190674;58,89766217;73,31375408;88,41346492;103,5734056;125,4124409;125,6038307;152,1268469;148,8645688;105,7153777;89,90704167;61,60310027;47,35377323
35;22;0;0;1;194;5;349,2611487;58,86367035;73,29878235;88,41350555;103,5719757;125,4596252;125,6440964;152,2830811;149,0070343;105,7748642;89,9151001;61,60514069;47,33980179
35;22;0;0;1;194;7;838,4568002;59,07240107;73,46675794;88,71540263;103,8550256;125,7568762;125,9569546;152,5799635;149,3393434;106,0763072;90,14031418;61,84467089;47,50669103
35;22;0;0;1;194;20;1366,131026;58,86411212;73,30951523;88,455571;103,6097131;125,5418685;125,7225465;152,4596892;149,176242;105,8691138;89,9541233;61,64116645;47,35171289
35;22;0;0;1;194;10;2144,121075;59,05276871;73,45518112;88,70408249;103,843544;125,7633057;125,9602165;152,6269073;149,3792114;106,0878601;90,13541412;61,83736038;47,49603462
35;22;0;0;1;194;12;1288,823339;59,02377449;73,41207904;88,58307464;103,7330929;125,5659236;125,7679247;152,2494052;149,0117408;105,8669621;90,03079013;61,73616186;47,45067818
35;22;0;0;1;194;13;3684,400479;58,99664688;73,39245605;88,55282211;103,7042809;125,5454483;125,7445068;152,2504196;149,0060883;105,8488693;90,01008987;61,71307945;47,4316597
35;22;0;0;1;194;14;430,5736358;58,91116953;73,32625281;88,43955594;103,597627;125,4445197;125,636261;152,1737991;148,9126842;105,7495239;89,92765624;61,62415157;47,36635878
35;22;0;0;1;194;15;771,7612988;58,9225306;73,3367247;88,46130935;103,6178301;125,4711174;125,663189;152,2124189;148,9523162;105,777809;89,94480897;61,64169375;47,37689404
35;22;0;0;1;194;16;4160,351833;58,89765358;73,31303787;88,41062164;103,5708275;125,4069176;125,598568;152,1150131;148,8532028;105,7091026;89,90445328;61,60072136;47,35300446
35;22;0;0;1;194;17;112,6539565;58,91428375;73,33364868;88,46355438;103,6194763;125,4870377;125,6772003;152,2600555;148,9961548;105,7974014;89,94887543;61,64415359;47,37414932
35;22;0;0;1;194;18;1600,313064;59,07403405;73,47175876;88,73256362;103,8704475;125,7887709;125,9875945;152,6462882;149,4028629;106,1128447;90,15603119;61,85954746;47,51228865
35;22;0;0;1;194;19;4884,931802;58,98582458;73,40214539;88,61074829;103,7557487;125,6751633;125,8665962;152,5478287;149,2879562;105,99963;90,06668854;61,76379204;47,44357872
35;22;0;0;1;194;11;782,0530579;59,09017926;73,49095491;88,78076774;103,9144689;125,8615532;126,0593215;152,7770109;149,5310391;106,193854;90,19698419;61,90002381;47,53247145
35;22;0;0;1;195;1;2191,457292;58,85809517;73,32500076;88,5281105;103,6735878;125,6954079;125,8681679;152,8024521;149,5019073;106,0481453;90,02484131;61,7056694;47,37042046
35;22;0;0;1;196;1;2568,191167;58,79538191;73,27113983;88,42316229;103,576774;125,5750555;125,7448931;152,6429534;149,3364921;105,9198429;89,94185327;61,61908487;47,31521469
35;22;0;0;1;197;3;15737,55344;58,78548145;73,21768379;88,22725964;103,4009991;125,2031498;125,3893585;151,8561382;148,5803013;105,4949179;89,76161289;61,45182419;47,2566309
35;22;0;0;1;197;1;2833,207993;58,77278482;73,2097373;88,21781529;103,3923198;125,2014438;125,386018;151,8719918;148,5931196;105,4943563;89,75520065;61,44386117;47,2484922
35;22;0;0;1;198;2;2964,529872;58,91172875;73,26069048;88,17733676;103,3562651;124,9429521;125,159503;151,1039901;147,8793982;105,1881293;89,69595401;61,41300108;47,30023866
35;22;0;0;1;198;1;10088,65729;58,91644096;73,26231257;88,17551041;103,3545507;124,9334857;125,1511955;151,0765177;147,853714;105,1771406;89,69368998;61,41174634;47,30196635
35;22;0;0;1;205;1;1127,746399;58,90966985;73,25818956;88,1710008;103,3504619;124,933498;125,1501957;151,0870698;147,86266;105,1777135;89,69064206;61,40781059;47,29767745
35;22;0;0;1;206;1;2732,01435;58,88953681;73,25110786;88,1782572;103,3575289;124,9724235;125,1841772;151,2008919;147,9692546;105,2224532;89,69940603;61,41226823;47,28991498
35;22;0;0;1;208;3;39,72482157;58,87085342;73,2436142;88,18121338;103,3604202;125,0017776;125,2093964;151,2922058;148,0540314;105,2568741;89,70456696;61,41378021;47,28199387
35;22;0;0;1;208;5;51,54643314;58,87425225;73,24521485;88,18161356;103,3606757;124,9983676;125,2066814;151,2797509;148,0425476;105,2529411;89,70459262;61,41440753;47,28375647
35;22;0;0;1;208;2;2088,783658;58,8771529;73,24619839;88,18044584;103,3596498;124,992321;125,2013144;151,262362;148,0263509;105,2457698;89,70303502;61,41346184;47,28472734
35;22;0;0;1;214;1;208,8751989;58,8559583;73,23799863;88,18491213;103,3636728;125,0282996;125,2326107;151,3718837;148,127918;105,288464;89,71038715;61,41663229;47,27633349
35;22;0;0;1;218;1;2204,874524;58,83467865;73,2278595;88,18186188;103,3609734;125,0497093;125,2499847;151,4503098;148,1996078;105,3144646;89,7107811;61,41340637;47,26581001
35;22;0;0;1;222;1;306,9510388;58,84810956;73,23363042;88,18136604;103,3606262;125,0312336;125,2342227;151,3900615;148,1441837;105,2920962;89,70806792;61,41315113;47,27164783
35;22;0;0;1;223;1;319,6269978;58,84671985;73,23292088;88,18098635;103,3603195;125,0322128;125,2349415;151,3942642;148,1480221;105,293243;89,70786773;61,41272089;47,27087404
35;22;0;0;1;225;2;384,1551842;58,84447179;73,23177232;88,18036915;103,3598208;125,0337905;125,2360982;151,4010493;148,1542186;105,2950905;89,70754073;61,41202195;47,26962126
35;22;0;0;1;225;1;2404,855552;58,85737991;73,23754883;88,18071365;103,3600578;125,0179825;125,2228928;151,3474808;148,1049042;105,2762146;89,70601273;61,41281319;47,27565002
35;22;0;0;1;240;1;740,4051053;61,03827594;75,05278832;91,52079013;106,4893332;128,4701073;128,8742643;155,0858821;152,1981347;108,836732;92,22884928;64,05741165;49,06828718
35;22;0;0;1;252;1;8515,339184;60,88276978;74,93247833;91,31921387;106,3009521;128,2860352;128,6711609;154,9497253;152,0393524;108,6465179;92,07770081;63,8925766;48,94659576
35;22;0;0;1;253;1;2929,218865;60,71747381;74,80360305;91,10355814;106,0980981;128,0960243;128,4597136;154,8238353;151,8811244;108,4556862;91,91928212;63,72280222;48,82029494
35;22;0;0;1;254;1;355,9500582;60,60516979;74,71564153;90,95576893;105,9587838;127,9665302;128,315713;154,738738;151,772241;108,3269227;91,8114494;63,6079735;48,73496129
35;22;0;0;1;271;1;298,7532547;60,59873581;74,71055603;90,94625092;105,9503784;127,954071;128,3029633;154,7206116;151,7559204;108,3119965;91,80298615;63,59815216;48,72857666
35;22;0;0;1;272;1;252,0887883;60,5942401;74,70702901;90,93987579;105,9446615;127,9464085;128,2949737;154,7106515;151,7466558;108,3030547;91,79753831;63,59192193;48,72439557
35;22;0;0;1;273;1;216,8111764;60,59821499;74,71014744;90,94551238;105,9497161;127,9531834;128,3020377;154,7194577;151,7548471;108,3109606;91,80235503;63,59743041;48,72809229
35;22;0;0;1;287;1;5125,86218;60,51545525;74,64489365;90,83339691;105,8449593;127,8468666;128,1861496;154,6294098;151,6524582;108,2009392;91,7179184;63,50642204;48,66245079
35;22;0;0;1;289;1;2690,458363;60,34629933;74,5107601;90,60305595;105,628302;127,63574;127,9548779;154,4645786;151,4542367;107,9884634;91,54815227;63,32602732;48,53136778
35;22;0;0;1;300;1;2329,482587;60,25346534;74,43672396;90,47322702;105,5076955;127,5055971;127,8146756;154,3379275;151,317266;107,8507377;91,44827141;63,21818511;48,4554469
35;22;0;0;1;303;1;461,6177728;60,12675815;74,33486463;90,29477341;105,3398968;127,3368411;127,6318899;154,1914211;151,1459444;107,6803613;91,31625402;63,07871092;48,35599796
35;22;0;0;1;312;2;384,8902569;59,94290781;74,18581046;90,02942707;105,0916928;127,0737645;127,349595;153,9354892;150,8606321;107,4087418;91,11609618;62,86644654;48,20766114
35;22;0;0;1;315;3;76,2073355;59,81077194;74,07723999;89,83309937;104,9073944;126,8779907;127,1409531;153,7389984;150,6400299;107,209053;90,96936798;62,7124176;48,10122681
35;22;0;0;1;321;1;1070,59368;59,57901756;73,88393272;89,47652093;104,572816;126,5115279;126,7539184;153,3439845;150,2042224;106,8336186;90,70151984;62,43255895;47,91158431
35;22;0;0;1;330;1;20091,27037;62,08885155;75,84704514;92,80295334;107,6934036;129,5481537;130,0930237;155,6329254;152,9188431;109,9279274;93,17028427;65,0959198;49,86594353
35;22;0;0;1;331;1;1461,077751;61,98338723;75,76781108;92,67930654;107,5761844;129,4560346;129,9840685;155,6195154;152,8805734;109,8396774;93,08263498;65,00091488;49,78977721
35;22;0;0;1;333;1;1185,597743;61,90621983;75,71063576;92,58685954;107,4898978;129,3752804;129,8948263;155,5708264;152,8246648;109,7554016;93,01369699;64,92181077;49,7292453
35;22;0;0;1;336;1;8062,570029;61,86685276;75,68265343;92,5345459;107,4436779;129,3067322;129,8293419;155,4681816;152,7386169;109,6729584;92,96821022;64,86242676;49,68905163
35;22;0;0;1;337;2;255,1791614;61,9985679;75,78148261;92,6882163;107,5890986;129,4223772;129,9663671;155,487209;152,7871087;109,7851145;93,07801555;64,98166233;49,78447962
35;22;0;0;1;339;2;19559,39119;61,6520568;75,5217887;92,27459462;107,2009922;129,0804833;129,5764381;155,3348643;152,5801256;109,4376263;92,77385712;64,64379459;49,52227656
35;22;0;0;1;340;3;7629,332195;61,29921341;75,25416183;91,84438324;106,7970581;128,7206192;129,1660652;155,1602898;152,3440971;109,0732059;92,45722771;64,29739761;49,25592422
35;22;0;0;1;340;2;15746,60847;61,46283293;75,37876701;92,04506683;106,9857168;128,8877945;129,3570385;155,2401428;152,4544353;109,2414465;92,60441875;64,45739365;49,37888098
35;22;0;0;1;341;2;5360,170771;60,90590286;74,95129204;91,34885216;106,3309288;128,2990532;128,6890411;154,9283066;152,0351791;108,6502514;92,09394646;63,90600681;48,95903397
35;22;0;0;1;342;6;4138,121932;61,16084671;75,14992523;91,67687988;106,6410484;128,5740891;129,000145;155,0749054;152,2420425;108,9192352;92,33059311;64,15660095;49,14876747
35;22;0;0;1;343;1;15531,96371;62,0551423;75,82445696;92,73816766;107,6408301;129,4154477;129,9832255;155,3419918;152,6867218;109,7574158;93,10284678;64,99662187;49,80868149
35;22;0;0;1;346;2;7679,085199;61,89656448;75,70638529;92,5561676;107,4692968;129,2764816;129,8182449;155,3162257;152,6303533;109,6192118;92,97087479;64,85158793;49,69263204
35;22;0;0;1;346;1;4407,638229;62,00363922;75,78647614;92,67607371;107,5835063;129,3574168;129,9200948;155,2977905;152,6411082;109,6943995;93,05490112;64,94080098;49,76683553
35;22;0;0;1;351;2;594,7505161;61,98882933;75,7758947;92,65818209;107,5674719;129,3374512;129,8995178;155,275032;152,621415;109,6708018;93,03986265;64,92207491;49,75341194
35;22;0;0;1;363;2;1359,835948;61,9795943;75,77084839;92,65201978;107,5628015;129,328686;129,8902129;155,264988;152,6185881;109,6566233;93,03252289;64,91008149;49,74409894
35;22;0;0;1;367;1;1091,844876;61,87082284;75,69080135;92,53340519;107,4507117;129,2455379;129,7864813;155,2763978;152,6071779;109,5750151;92,94717484;64,81659188;49,66672235
35;22;0;0;1;368;1;805,5846583;61,63038131;75,5091672;92,25154824;107,183878;129,0341357;129,5335556;155,2451049;152,5186226;109,3704609;92,74548168;64,60050032;49,49384585
35;22;0;0;1;369;6;167,2867649;61,6016681;75,4875812;92,21813407;107,1523194;129,0087894;129,5033067;155,2407242;152,5079595;109,3455812;92,72138382;64,57445023;49,47303641
35;22;0;0;1;369;2;1791,284592;61,60104942;75,48740005;92,21842575;107,1526909;129,0092316;129,50354;155,2422409;152,5101395;109,3455505;92,72135925;64,57402039;49,47249603
35;22;0;0;1;371;1;4466,403578;61,66101837;75,53463364;92,29634094;107,2268295;129,0715179;129,5748978;155,268486;152,554512;109,4039459;92,77621841;64,6306076;49,51581573
35;22;0;0;1;373;4;918,9443143;61,49670999;75,40925649;92,09745439;107,0387745;128,9157309;129,3925529;155,2215219;152,4688748;109,2522147;92,63324915;64,47791999;49,39606093
35;22;0;0;1;373;2;800,6556068;61,40877437;75,34194528;91,98981035;106,9370681;128,8298026;129,2928208;155,1903722;152,4175053;109,1680941;92,55561336;64,39496813;49,33152758
35;22;0;0;1;373;3;1603,219211;61,47144517;75,38975721;92,06597476;107,008965;128,8905749;129,3634792;155,2119121;152,4529395;109,2279007;92,6107088;64,45407589;49,37760109
35;22;0;0;1;374;4;445,7560677;61,28776828;75,2491791;91,84070616;106,7963143;128,7091326;129,1535597;155,1415565;152,3416394;109,0493645;92,44772792;64,2795335;49,24221653
35;22;0;0;1;374;1;1720,696126;61,36778911;75,3101939;91,93812355;106,8881549;128,787781;129,2446377;155,171978;152,3890073;109,1273223;92,51851175;64,35573181;49,30139144
35;22;0;0;1;375;11;5619,631517;60,57761192;74,69701385;90,92610931;105,9352798;127,9204407;128,2668381;154,6693192;151,722496;108,2614326;91,77832413;63,56433678;48,70501137
35;22;0;0;1;375;15;1257,989384;60,65910627;74,7631356;91,04262257;106,0454114;128,028242;128,383595;154,7595025;151,8324406;108,3675345;91,86295745;63,65239328;48,76786439
35;22;0;0;1;376;5;670,7260838;60,61636902;74,73018846;90,98850155;105,994674;127,9811754;128,3305468;154,7311471;151,7964524;108,3196167;91,82283368;63,60904413;48,73522628
35;22;0;0;1;376;2;661,9419563;60,62143517;74,73442078;90,99626541;106,0020218;127,9887009;128,3385239;154,7385025;151,8051224;108,3269997;91,82846832;63,61482239;48,73920631
35;22;0;0;1;378;2;3839,477327;61,32136792;75,27719942;91,89098295;106,844322;128,7537233;129,201829;155,1764301;152,3885373;109,0907223;92,48287627;64,31459418;49,2671625
35;22;0;0;1;378;1;3520,872669;61,13390923;75,13223267;91,6542244;106,6209068;128,5569458;128,9776611;155,0792007;152,249176;108,8967667;92,31123352;64,13169861;49,12761879
35;22;0;0;1;380;3;2963,957137;60,99907407;75,03170619;91,49851783;106,4750088;128,4333623;128,8319181;155,043516;152,1908445;108,770421;92,19607033;64,00476949;49,02731265
35;22;0;0;1;381;1;9928,379323;61,42209498;75,35723114;92,02660116;106,9727859;128,8699087;129,3313065;155,2487768;152,4878565;109,2028465;92,58002853;64,41571935;49,34230677
35;22;0;0;1;382;2;9150,431577;61,53979015;75,44768143;92,17269897;107,1106167;128,9889145;129,4680939;155,2998123;152,5654602;109,3199806;92,685812;64,52873421;49,42942524
35;22;0;0;1;383;1;20840,45888;62,16846695;75,91236191;92,8652298;107,7654831;129,4761826;130,073851;155,2443176;152,6476913;109,7954201;93,18287659;65,07013321;49,87615509
35;22;0;0;1;386;17;263,4215505;60,70011843;74,82341377;91,21783541;106,2125741;128,2691845;128,6043171;155,2040687;152,3042711;108,6009656;91,99016438;63,76691956;48,81682482
35;22;0;0;1;386;18;392,1697953;60,75365981;74,86651776;91,29359329;106,2838056;128,3397881;128,6805751;155,264091;152,3761115;108,6714475;92,04580801;63,82539734;48,8586317
35;22;0;0;1;386;19;834,4867782;60,79281287;74,89860469;91,35155461;106,3383034;128,3956237;128,7399215;155,3171333;152,4380704;108,7271356;92,08841855;63,86982859;48,88965836
35;22;0;0;1;386;16;1583,210396;60,71586227;74,83344961;91,22844793;106,2224897;128,2705409;128,6099583;155,1795766;152,2822389;108,6023942;91,99771183;63,77647972;48,8270667
35;22;0;0;1;386;15;1600,460029;60,74744606;74,8554039;91,25793076;106,2500534;128,287323;128,6334305;155,1613007;152,2691879;108,6195717;92,01924896;63,80136681;48,849226
